ID_REF,logFC,AveExpr,t,P.Value,adj.P.Val,B,Gene Symbol,Gene Description
1372256_at,-1.55641397166667,9.819772880833334,-11.91507605529527,1.07333629239331e-05,0.127998046335352,2.77508149354095,LOC691657,similar to Cysteine-rich protein 1 (Cysteine-rich intestinal protein) (CRIP)
1367627_at,-1.403201103333334,6.717284997333334,-11.74025563943991,1.17839968682013e-05,0.127998046335352,2.728948018660388,Gatm,glycine amidinotransferase (L-arginine:glycine amidinotransferase)
1370012_at,-1.75254090766667,10.0933175095,-10.95128511993492,1.826025671429353e-05,0.127998046335352,2.502746077788819,Ptgis,prostaglandin I2 (prostacyclin) synthase
1380287_at,-1.614277839666667,5.8434824945,-10.36801234337213,2.572263669877696e-05,0.127998046335352,2.314424769318594,RGD1566107,similar to cAMP responsive element binding protein 5
1384036_s_at,-1.944955349666668,7.2190016905,-9.497624678322929,4.435713261291269e-05,0.1724328083911215,1.994403986363952,LOC685277,similar to liver-specific bHLH-Zip transcription factor
1369125_at,-1.122585137666668,5.786095062833334,-7.962799659715442,0.0001302530510218,0.2307645980279637,1.289049172427529,Htr2a,5-hydroxytryptamine (serotonin) receptor 2A
1384035_at,-1.896085898000001,7.235501050666667,-7.375825011491991,0.0002060883750756,0.2307645980279637,0.9605365265588546,LOC685277,similar to liver-specific bHLH-Zip transcription factor
1387493_at,-1.222893555666668,6.0254344145,-7.368747868204884,0.0002072688998848,0.2307645980279637,0.9563461020689958,Akap5,A kinase (PRKA) anchor protein 5
1377580_at,-0.7732520106666677,6.312061230333334,-7.26272253447679,0.0002259073703495,0.2307645980279637,0.8928805898755954,RGD1565474,similar to mKIAA0738 protein
1373697_at,-2.210351626,6.059069792333333,-6.782278162289346,0.0003381182685815,0.2307645980279637,0.5884673451467792,Mybpc2,"myosin binding protein C, fast-type"
1384503_at,-0.9772968293333342,5.050723870666666,-6.682262141867517,0.0003687656741073,0.2307645980279637,0.5214640210481853,Klk8,kallikrein related-peptidase 8
1382190_at,-1.578310490000001,8.551770289666667,-6.60496795959657,0.0003946140933951,0.2307645980279637,0.4687866779575725,Mrgprf,"MAS-related GPR, member F"
1385589_at,-0.8132637343333342,5.721817731833333,-6.447714123731924,0.0004537938542725,0.2307645980279637,0.359150242427412,LOC679958,"similar to CG10806-PB, isoform B"
1384752_at,-1.215310414666667,5.041740735333334,-6.375654917922149,0.0004842224730167,0.2307645980279637,0.3077842184377451,LOC689770,similar to osteoclast inhibitory lectin
1392449_at,-0.8676743503333346,7.808507362833334,-6.247985725655153,0.0005439761396485,0.2307645980279637,0.214998377787353,Rad18,RAD18 homolog (S. cerevisiae)
1387873_at,-1.039303462000001,8.870960553333333,-6.015086897779275,0.0006757501036183,0.2307645980279637,0.0397121393121766,Wfdc1,WAP four-disulfide core domain 1
1391531_at,-0.9181994600000004,4.015522043,-5.941652886624164,0.0007245116586618,0.2307645980279637,-0.0172138134282349,LOC691729,similar to spermatogenesis associated 5-like 1
1389306_at,-0.9183343253333348,7.354662577333333,-5.905922026913231,0.0007496646905001,0.2307645980279637,-0.0452057494150928,Matn2,matrilin 2
1376850_a_at,-0.8588577906666687,6.959208806333334,-5.899039421533819,0.0007546220866071,0.2307645980279637,-0.0506198721920494,Ccl27,chemokine (C-C motif) ligand 27
1374237_at,-1.572773139000001,7.298365195833333,-5.832176600329424,0.0008047550311011,0.2307645980279637,-0.1035926813049235,Lmod1,leiomodin 1 (smooth muscle)
1393563_at,-1.416363557000002,6.004379669833334,-5.743945602424938,0.0008767558621579,0.2307645980279637,-0.174547929321891,Il1rap,interleukin 1 receptor accessory protein
1370561_at,-0.838557879333334,7.364879926,-5.708689012496396,0.0009075349270233,0.2307645980279637,-0.2032400528911626,A3galt2,"alpha 1,3-galactosyltransferase 2 (isoglobotriaosylceramide synthase)"
1388340_at,-1.370522816000002,9.097586313333334,-5.607042063256641,0.0010033067437812,0.2307645980279637,-0.2870581587947889,Ns5atp9,NS5A (hepatitis C virus) transactivated protein 9
1376034_at,-0.6067328450000012,7.8406520685,-5.588877407520643,0.0010215934430187,0.2307645980279637,-0.3022097833569273,RGD1565474,similar to mKIAA0738 protein
1392496_at,-2.157403707333335,5.228831887,-5.508510870852797,0.0011071295678318,0.2307645980279637,-0.3698822347377941,LOC312273,Trypsin V-A
1393452_at,-0.8336477276666678,6.318151473833333,-5.505442792366875,0.0011105510796443,0.2307645980279637,-0.3724863946773658,Car9,carbonic anhydrase 9
1370703_at,-1.670311769000002,6.100158929833333,-5.479991524440957,0.0011393971798713,0.2307645980279637,-0.3941482372133445,Mrgprf,"MAS-related GPR, member F"
1368551_at,-0.5959456760000017,6.843005498,-5.456370661098251,0.0011669242517971,0.2307645980279637,-0.4143467038737052,Prps2,phosphoribosyl pyrophosphate synthetase 2
1388054_a_at,-1.322421392000002,8.704006195,-5.368851851942503,0.0012756315178077,0.2307645980279637,-0.4899836969405529,Vcan,versican
1369509_a_at,-0.7527321180000015,4.163942734333333,-5.345086784424242,0.0013070825090119,0.2307645980279637,-0.5107410099512188,A1bg,alpha-1-B glycoprotein
1389466_at,-0.7035163253333342,9.546188195666666,-5.312361542559179,0.0013518264010436,0.2307645980279637,-0.5394784400797601,Ccdc6,coiled-coil domain containing 6
1389137_at,-0.8111815453333353,7.899501403333334,-5.272214378627966,0.0014090839727728,0.2307645980279637,-0.5749781939155421,Cit,"citron (rho-interacting, serine/threonine kinase 21)"
1367800_at,-0.7562910699999996,10.990466435,-5.232183511969249,0.0014688992250528,0.2307645980279637,-0.610645170805741,Plat,"plasminogen activator, tissue"
1370291_at,-1.435630481666667,10.80960734583333,-5.188518309506782,0.0015374148284559,0.2307645980279637,-0.6498596136693084,Pdlim3,PDZ and LIM domain 3
1370453_at,-0.5892486576666676,4.412360350166667,-5.168716957149044,0.0015696607271462,0.2307645980279637,-0.6677495125995643,Tex101,testis expressed gene 101
1379046_at,-0.5213899610000011,7.196326096833333,-5.159986316023945,0.0015841186084497,0.2307645980279637,-0.675658628519729,RGD1307736,similar to Hypothetical protein KIAA0152
1367813_at,-1.250129381666668,8.8817270595,-5.159205087886907,0.0015854195761345,0.2307645980279637,-0.6763669805460548,Ppp1r14a,"protein phosphatase 1, regulatory (inhibitor) subunit 14A"
1370122_at,-0.667870362666668,5.202666521,-5.155672749952338,0.0015913168953575,0.2307645980279637,-0.6795711104550755,Rab27b,"RAB27B, member RAS oncogene family"
1384988_at,-0.7037930490000006,7.066253900833333,-5.129042402704978,0.0016365766371679,0.2307645980279637,-0.7037958624316616,Fbxo5,F-box protein 5
1368885_at,-0.996699015333334,7.350817998333333,-5.089778062387447,0.0017059635535967,0.2307645980279637,-0.7397355424775727,Entpd1,ectonucleoside triphosphate diphosphohydrolase 1
1368147_at,-1.059339841000001,9.0388503075,-5.04905838201265,0.0017814230045535,0.2307645980279637,-0.7772883479923358,Dusp1,dual specificity phosphatase 1
1374763_at,-0.7518521943333337,7.4866122405,-5.011527554944682,0.0018542954795152,0.2307645980279637,-0.8121549745814853,Cercam,cerebral endothelial cell adhesion molecule
1388604_at,-2.461014905000003,9.0896165365,-5.005753978932806,0.001865799249716,0.2307645980279637,-0.8175404589395212,Casq1,calsequestrin 1
1389408_at,-1.029692017000003,10.25435431816667,-5.00227944083904,0.0018727607035013,0.2307645980279637,-0.8207842450954272,Rrm2,ribonucleotide reductase M2
1368883_at,-2.163369813666669,10.14614693316667,-4.998513523306873,0.00188033879804,0.2307645980279637,-0.8243024381476314,Nov,nephroblastoma overexpressed gene
1372955_at,-1.435283343333335,8.877223173666666,-4.991983257939998,0.0018935610246481,0.2307645980279637,-0.8304090071145334,RGD1564793,similar to KIAA0965 protein
1385229_at,-1.073732693666667,6.2810460725,-4.990190548646557,0.0018972090101143,0.2307645980279637,-0.8320867048841496,Pcdh20,protocadherin 20
1371232_a_at,-1.191457430666668,8.683832009666666,-4.990054366137985,0.0018974864492124,0.2307645980279637,-0.8322141735309634,Vcan,versican
1398602_at,-0.7419964470000011,7.346362749833333,-4.91678339710263,0.002053558602693,0.2322125269057067,-0.901268036580241,Mad2l1,"MAD2 (mitotic arrest deficient, homolog)-like 1 (yeast)"
1370131_at,-1.164729755333336,9.758659522333334,-4.914502617999983,0.0020586420746458,0.2322125269057067,-0.9034326880859204,Cav1,"caveolin, caveolae protein 1"
1394075_at,-0.6287105873333343,4.883519093333334,-4.87241257791264,0.0021550249807521,0.2322125269057067,-0.943544531044484,Fanca,"Fanconi anemia, complementation group A"
1368617_at,-0.6442940233333339,3.751184741666667,-4.870402792147932,0.0021597517999093,0.2322125269057067,-0.94546769536917,Serpina5,"serine (or cysteine) peptidase inhibitor, clade A, member 5"
1369604_at,-0.6262383463333347,6.471849362166667,-4.840232348096709,0.0022321200196429,0.2322125269057067,-0.974423876401982,Fgf10,fibroblast growth factor 10
1377631_at,-1.340849240666669,6.187438964666667,-4.810818017107114,0.0023052915370753,0.2322125269057067,-1.002810101188504,Col9a3,"procollagen, type IX, alpha 3"
1370334_at,-1.218091646666668,6.343472639666667,-4.775740143005677,0.0023960756761198,0.2322125269057067,-1.036863573004198,Plekhb1,"pleckstrin homology domain containing, family B (evectins) member 1"
1368375_a_at,-0.9692692760000022,8.588077306666666,-4.774062734716436,0.0024005158516167,0.2322125269057067,-1.03849750285283,Il15,interleukin 15
1373557_at,-0.6615454356666681,9.1268879575,-4.733576961420655,0.0025105190468612,0.2322125269057067,-1.078086766547131,Mcm4,minichromosome maintenance deficient 4 homolog (S. cerevisiae)
1398638_at,-0.8352541923333348,5.454213221833333,-4.729163135637186,0.0025228479502731,0.2322125269057067,-1.082420628586061,Fignl1,fidgetin-like 1
1379586_at,-2.084786732666668,5.202979882666667,-4.710351279074545,0.0025761567992062,0.2322125269057067,-1.100930942541958,Adamts19,"a disintegrin-like and metallopeptidase (reprolysin type) with thrombospondin type 1 motif, 19"
1371270_at,-0.5885586736666671,3.9853030045,-4.687703514091935,0.002642009296912,0.2322125269057067,-1.123300176958817,Olr442,olfactory receptor 442
1389911_at,-0.5841229760000022,10.40905920533333,-4.679707591664566,0.002665705465349,0.2322125269057067,-1.131219844658972,Metrnl,"meteorin, glial cell differentiation regulator-like"
1374961_at,-0.6232217150000017,7.475595951166667,-4.608353691557093,0.0028879758154869,0.2322125269057067,-1.202404978955154,Pmf1,polyamine-modulated factor 1
1388265_x_at,-1.353582064333335,7.400423367833334,-4.603548303990273,0.0029036708525894,0.2322125269057067,-1.207232151186074,Vcan,versican
1373850_at,-0.9313449859999996,7.646034240666666,-4.591386366998503,0.002943819463692,0.2322125269057067,-1.219467956798869,Smpdl3b,"sphingomyelin phosphodiesterase, acid-like 3B"
1398370_at,-1.214930851333336,9.368576685,-4.589530686524412,0.0029499995552301,0.2322125269057067,-1.221337270810456,Adarb1,"adenosine deaminase, RNA-specific, B1"
1391077_at,-0.8515157703333339,5.0931280455,-4.580550487986308,0.002980111695131,0.2322125269057067,-1.23039228917257,Clspn,claspin homolog (Xenopus laevis)
1368773_at,-0.8255505563333353,6.461969932166666,-4.577286497891749,0.0029911410723356,0.2322125269057067,-1.233687106744693,Cenpi,centromere protein I
1387644_at,-0.6364642780000005,4.133310874333334,-4.56643470021749,0.0030281384241329,0.2322125269057067,-1.244655329344304,Btc,betacellulin
1380474_at,-0.903880119333335,9.266776244,-4.555147252948119,0.0030671623251143,0.2322125269057067,-1.25608661805527,Loxl2,lysyl oxidase-like 2
1368171_at,-1.206471443333335,10.52774286166667,-4.550826529915169,0.0030822481430602,0.2322125269057067,-1.260468543297301,Lox,lysyl oxidase
1393848_at,-1.224823475000003,8.4095882575,-4.531334774685557,0.003151337834043,0.2322125269057067,-1.280278694372552,Rrm2,ribonucleotide reductase M2
1369685_at,-1.077220519666668,4.283147692833333,-4.50880756047973,0.0032333414698829,0.2322125269057067,-1.303260236111277,Twist2,twist homolog 2 (Drosophila)
1388101_at,-0.7707597410000018,5.429048617833333,-4.507693244775676,0.0032374589699496,0.2322125269057067,-1.304399430547392,Dpysl3,dihydropyrimidinase-like 3
1388339_at,-0.9232972460000004,10.53679657033333,-4.499047539916091,0.0032696045004944,0.2322125269057067,-1.313245872649702,Pea15a,phosphoprotein enriched in astrocytes 15A
1372631_at,-0.803746064333335,7.653262376833333,-4.496532724130769,0.0032790213333167,0.2322125269057067,-1.315821642586033,Tk1,thymidine kinase 1
1372685_at,-1.023890654333336,8.777958313500001,-4.479449920352085,0.0033437924291316,0.2322125269057067,-1.333349109069916,Cdkn3,cyclin-dependent kinase inhibitor 3
1368547_at,-1.169604778333335,5.7982776165,-4.462572459725362,0.0034091845653795,0.2322125269057067,-1.350718326879017,Clec2d,"C-type lectin domain family 2, member d"
1368077_at,-0.5898927050000012,3.900153477833333,-4.461605655066972,0.0034129732865333,0.2322125269057067,-1.351714880622393,Fbp1,"fructose-1,6- biphosphatase 1"
1373490_at,-0.8473191260000023,7.574013630666666,-4.452389443459755,0.0034493256753759,0.2322125269057067,-1.361223275502016,Gmfg,"glia maturation factor, gamma"
1395886_at,-0.5161873483333355,10.03696838916667,-4.441415959475038,0.0034931716684686,0.2322125269057067,-1.372564952854993,Actr3,ARP3 actin-related protein 3 homolog (yeast)
1382660_at,-0.5394525526666694,8.862951437666666,-4.423448864153331,0.0035663046801547,0.2322125269057067,-1.39118256848094,RGD1563084,similar to FLJ20298 protein isoform a
1384722_at,-0.7755794526666672,4.099566141666666,-4.423381547231151,0.0035665818643513,0.2322125269057067,-1.391252434040958,Bpil1,bactericidal/permeability-increasing protein-like 1
1382949_at,-0.8672733310000011,4.092253685166667,-4.4210874186151,0.0035760424870778,0.2322125269057067,-1.393633916048051,Rdh12,retinol dehydrogenase 12
1390773_s_at,-0.6508248643333346,4.465871016166667,-4.413884963254117,0.0036059258439998,0.2322125269057067,-1.401116894998562,Ankrd60,ankyrin repeat domain 60
1383893_at,-0.5968267123333343,5.3681627115,-4.41262130142969,0.003611197384208,0.2322125269057067,-1.402430756146082,Atp6v1g3,"ATPase, H+ transporting, lysosomal V1 subunit G3"
1369717_at,-0.5405287739999998,5.251957496,-4.411721721100062,0.0036149553225602,0.2322125269057067,-1.403366251171846,Nmu,neuromedin U
1370345_at,-0.9062871933333336,8.172378381,-4.39550256117086,0.0036834602040311,0.2332845114630277,-1.420258432617032,Ccnb1,cyclin B1
1390481_a_at,-0.8875147503333336,6.551562150166666,-4.369689625039187,0.0037954780548425,0.2332845114630277,-1.447242152101994,Ube2t,ubiquitin-conjugating enzyme E2T (putative)
1381130_at,-0.6756162646666679,5.716696421333333,-4.357390738765456,0.0038501759819586,0.2332845114630277,-1.460141957457128,Mcm8,minichromosome maintenance deficient 8 (S. cerevisiae)
1390321_at,-0.9411824543333344,7.1232655845,-4.345257333747516,0.0039049962435953,0.2332845114630277,-1.472895460089888,RGD1304693,similar to CG14803-PA
1389421_at,-0.5563732780000014,6.257272720333333,-4.338776100758078,0.0039346336638555,0.2332845114630277,-1.479719026234353,Pole,"polymerase (DNA directed), epsilon"
1393281_at,-1.037979442333334,10.3985225355,-4.329499029995953,0.003977490977084,0.2332845114630277,-1.489499556555151,Cav1,"caveolin, caveolae protein 1"
1380028_at,-0.7577861150000005,8.699154059166666,-4.320007477764785,0.0040218756068579,0.2332845114630277,-1.499522604635536,Arl4c,ADP-ribosylation factor-like 4C
1390310_at,-0.5326255166666687,6.372898419666667,-4.312243422863532,0.0040585905823098,0.2332845114630277,-1.50773375492946,Icam2,intercellular adhesion molecule 2
1383940_at,-0.9067004520000016,7.592065811,-4.290044127202412,0.0041656337122136,0.2332845114630277,-1.531272656854833,Nuf2,"NUF2, NDC80 kinetochore complex component, homolog (S. cerevisiae)"
1389533_at,-1.287646296666668,10.85475842166667,-4.249994466493053,0.0043667543096784,0.2337378524555757,-1.573968767206974,Fbln2,fibulin 2
1392215_at,-1.665355364333335,6.2947820025,-4.235979176675678,0.0044396578637483,0.2339628765391679,-1.588980004933845,Ephb1,Eph receptor B1
1373823_at,-0.8507165923333353,9.845751603833332,-4.224320461111184,0.0045013306863302,0.2344838911460386,-1.60149479552185,Cks2,CDC28 protein kinase regulatory subunit 2
1374939_at,-0.9615747133333348,5.404731671,-4.215947272213576,0.0045462086885986,0.2358075564426687,-1.610498270475622,Cyfip2,cytoplasmic FMR1 interacting protein 2
1372406_at,-0.8623186743333344,7.195986429833333,-4.20276127993505,0.0046178894072957,0.2364355124376368,-1.624703032495672,Mcm3,minichromosome maintenance deficient 3 (S. cerevisiae)
1370007_at,-0.7303749713333341,9.893558342666667,-4.193750354206645,0.0046675930800618,0.2364355124376368,-1.634428591833666,Pdia4,protein disulfide isomerase associated 4
1369485_at,-0.5917722380000013,4.388627290666666,-4.193438263519489,0.004669325125263,0.2364355124376368,-1.63476570181917,Acot12,acyl-CoA thioesterase 12
1387264_at,-0.6697255770000005,7.437222242166666,-4.189291508691756,0.0046924064644287,0.2365140172403055,-1.639246592686215,Kcnk6,"potassium inwardly-rectifying channel, subfamily K, member 6"
1376648_at,-0.9646341010000008,6.2247703075,-4.180301875669054,0.0047428785112937,0.2370684482266562,-1.648971473656092,Mycn,"v-myc myelocytomatosis viral related oncogene, neuroblastoma derived (avian)"
1392755_at,-0.751789409666669,9.950873215166666,-4.180024646148356,0.0047444445251639,0.2370684482266562,-1.649271614110329,Lrrc8c,"leucine rich repeat containing 8 family, member C"
1376231_at,-0.8026177086666682,7.034120241666667,-4.177978611200843,0.0047560198684004,0.2370684482266562,-1.651487176521373,Gins1,GINS complex subunit 1 (Psf1 homolog)
1371074_a_at,-1.009611765,8.027176221166666,-4.169938404272497,0.0048018104555227,0.2370684482266562,-1.660201040888015,Mcm6,"minichromosome maintenance deficient 6 (MIS5 homolog, S. pombe) (S. cerevisiae)"
1388331_at,-0.5714874266666673,11.79226843666667,-4.16641971738826,0.0048220032885615,0.2370684482266562,-1.66401829272456,Tra1,tumor rejection antigen gp96
1383536_at,-0.6601093606666674,5.276616334666667,-4.164256397583148,0.0048344646263486,0.2370684482266562,-1.666366305556468,Dhfr,dihydrofolate reductase
